Date,Site,treatment,Plot,Depth,TOC k2so4,TN k2so4,TOC fum,TN fum,MBC,MBN,PO4 fum,NH4,NO3,PO4,TFPA,phenolics,TRS,Mic PO4,Core length,Core mass,Homogenized mass,Dry weight,NH4 H2O,NO3 H2O,PO4 H2O,TFPA H2O,TRS H2O
9/4/2020,Mesic,Ancillary,3,15,257.66,23.172,236.21,34.47,-21.45,11.298,25.173,9.339,8.671,0.194,173.973,22.014,0.041,24.979,,,,0.648,1.375,0.619,0.143,50.771,0.057
9/4/2020,Mesic,Ancillary,4,15,1943.19,150.894,3485.95,299.476,1542.76,148.582,80.141,42.838,11.13,0,1321.427,23.766,0.874,80.141,,,,0.252,13.514,0.999,0.385,476.993,0.534
9/4/2020,Mesic,Ancillary,5,15,2350.64,185.72,2466.56,307.025,115.92,121.305,19.124,48.575,83.734,0.374,1491.584,6.323,1.009,18.75,,,,0.26,52.087,3.708,0.326,836.649,1.886
9/4/2020,Mesic,Ancillary,6,15,1887.35,230.939,5183.84,666.925,3296.5,435.985,67.192,67.657,82.851,0.17,1254.482,0,0.94,67.022,,,,0.186,53.201,4.969,3.027,1368.778,1.243
9/4/2020,Mesic,Ancillary,7,15,742.21,93.673,2647.12,376.364,1904.91,282.691,8.609,44.244,66.267,0.01,580.279,14.649,0.231,8.599,,,,0.214,22.132,2.919,0.431,256.921,0.274
9/4/2020,Mesic,Ancillary,8,15,988.98,132.253,2122.55,315.69,1133.57,183.438,0,57.431,42.023,1.07,696.208,18.793,0.221,0,,,,0.246,16.195,1.824,0.402,250.376,0.237
9/3/2020,Xeric,Ancillary,1,15,387.67,49.414,1528.89,248.317,1141.23,198.903,69.883,39.322,30.01,2.166,206.547,0,0.15,67.717,,,,0.588,5.066,1.314,0.161,87.231,0.034
9/3/2020,Xeric,Ancillary,2,15,294.25,30.411,685.3,96.613,391.05,66.202,27.113,23.697,19.558,0.014,112.101,0,0.073,27.1,,,,0.738,4.487,0.706,0.129,13.003,0
9/3/2020,Xeric,Ancillary,3,15,280.41,33.194,870.54,142.823,590.13,109.629,81.597,23.516,24.836,1.246,113.25,0,0.017,80.351,,,,0.632,4.72,0.846,0.139,57.387,0.004
9/3/2020,Xeric,Ancillary,4,15,239.55,27.395,936.23,141.577,696.67,114.182,54.526,37.444,25.903,0,87.315,0,0,54.526,,,,0.662,9.187,0.532,0.138,31.8,0.04
9/3/2020,Xeric,Ancillary,5,15,1313.39,149.918,2975.09,423.95,1661.7,274.032,41.814,75.484,93.075,10.615,627.137,11.222,0.27,31.199,,,,0.408,46.319,3.19,0.203,183.318,0.106
9/3/2020,Xeric,Ancillary,6,15,734.2,103.016,1892.32,322.711,1158.11,219.695,107.923,56.522,56.824,2.833,343.875,0,0.098,105.09,,,,0.42,7.033,2.742,0.236,14.027,0
9/3/2020,Xeric,Ancillary,7,15,2165.47,275.191,3774.72,476.564,1609.25,201.373,109.092,98.504,65.644,12.198,851.082,18.473,0.078,96.894,,,,0.52,58.502,1.511,2.741,636.864,0.115
9/3/2020,Xeric,Ancillary,8,15,1286.86,175.984,4295.21,440.283,3008.35,264.299,66.023,73.268,52.631,10.552,580.421,0,0.244,55.471,,,,0.326,18.549,2.14,0.266,156.092,0.163
9/2/2020,Hydric,Ancillary,1,15,896.08,78.332,24601.39,2791.028,23705.31,2712.696,97.852,53.713,61.992,9.903,3075.211,0,0.268,87.949,,,,0.322,2.751,2.433,0.304,2171.54,0.646
9/2/2020,Hydric,Ancillary,2,15,1580.16,173.629,16026.47,2129.935,14446.3,1956.307,9.444,107.097,50.837,6.455,1194.264,7.273,0.286,2.989,,,,0.27,57.435,1.922,0.388,639.705,1.924
9/2/2020,Hydric,Ancillary,3,15,2679.19,212.232,16579.45,1744.396,13900.26,1532.164,43.463,111.554,72.917,63.213,1008.582,16.97,0.119,0,,,,0.242,55.386,1.841,11.987,643.531,0.806
9/2/2020,Hydric,Ancillary,4,15,1320.25,135.526,5925.32,755.609,4605.07,620.083,36.819,68.46,44.067,7.484,691.688,18.958,0.274,29.335,,,,0.266,17.192,2.043,0.369,196.562,0.023
9/2/2020,Hydric,Ancillary,5,15,1773.96,159.303,4998.04,361.693,3224.08,202.39,20.254,88.602,33.316,15.355,908.52,8.487,0.746,4.899,,,,0.31,15.797,0.716,0.272,310.455,0.581
9/2/2020,Hydric,Ancillary,6,10,2026.64,148.826,7614.73,662.603,5588.09,513.777,43.107,100.873,65.105,7.935,785.737,0,1.191,35.172,,,,0.266,34.989,1.978,0.34,320.346,0.321
9/2/2020,Hydric,Ancillary,7,15,959.45,90.923,4240.42,278.863,3280.97,187.941,66.65,43.187,32.076,7.112,379.161,9.188,0.357,59.538,,,,0.33,7.921,1.01,0.297,185.497,0.085
9/2/2020,Hydric,Ancillary,8,15,1840.13,159.372,3911.92,347.811,2071.79,188.439,0,84.994,54.067,20.642,1079.091,0,0.883,0,,,,0.306,40.869,1.094,0.314,550.338,0.092
3/21/2020,Xeric,Control,4,,1157.701,91.403,2817.478,392.188,1659.78,300.784,57.012,63.203,2.734,0,482.149,3.499,0.095,57.012,,,,0.348,31.979,20.655,3.257,60.778,0.082
3/21/2020,Xeric,Control,6,,994.761,134.155,5301.763,642.858,4307,508.703,82.775,68.587,2.036,3.953,495.122,6.109,0.135,78.822,,,,0.316,32.685,22.904,2.548,114.365,0.09
3/21/2020,Xeric,Control,8,,630.37,86.554,2929.66,493.704,2299.29,407.15,65.723,69.938,4.316,0.567,386.933,13.154,0.094,65.156,,,,0.49,32.01,19.626,3.912,115.444,0.011
3/21/2020,Xeric,Snowfence,4,,1469.345,162.163,3860.319,545.054,2390.97,382.891,0,94.924,6.459,0,1143.764,9.673,0.522,0,,,,0.328,44.848,26.569,8.918,675.396,0.783
3/21/2020,Xeric,Snowfence,6,,444.431,60.204,1715.995,293.031,1271.56,232.827,14.83,56.49,4.045,0,226.766,6.311,0.033,14.83,,,,0.49,18.725,16.147,0.591,22.995,0.046
3/21/2020,Xeric,Snowfence,8,,1294.885,149.045,3302.797,502.215,2007.91,353.17,63.544,98.913,4.796,0,769.943,10.767,0.184,63.544,,,,0.316,18.417,10.63,5.04,107.643,0.113
3/20/2020,Mesic,Control,2,,11745.598,924.642,19305.109,1703.039,7559.51,778.396,66.502,98.917,56.455,50.005,8722.792,0,2.486,16.497,,,,0.104,60.597,77.884,88.673,9911.742,4.846
3/20/2020,Mesic,Control,4,,4389.115,379.125,7248.322,656.561,2859.21,277.436,10.021,70.133,34.441,27.712,3470.881,0,1.737,0,,,,0.122,28.46,81.938,71.196,6482.402,2.016
3/20/2020,Mesic,Control,6,,3777.142,496.164,9666.814,1296.143,5889.67,799.979,51.496,136.987,20.913,27.688,5135.58,0,1.825,23.808,,,,0.13,113.293,90.829,66.164,4769.232,2.043
3/20/2020,Mesic,Snowfence,2,,4567.995,424.846,10341.519,1929.719,5773.52,1504.874,23.649,88.504,40.127,0,4007.228,0,2.627,23.649,,,,0.108,55.551,95.911,50.875,3151.403,2.369
3/20/2020,Mesic,Snowfence,4,,9071.517,589.804,13081.636,1327.705,4010.12,737.9,82.164,101.002,36.855,26.164,6333.758,20.108,0.263,56,,,,0.112,86.063,116.73,80.076,5049.674,4.328
3/20/2020,Mesic,Snowfence,6,,2302.392,412.741,5901.591,1318.4,3599.2,905.658,91.998,184.762,20.868,12.501,3728.311,10.526,0.376,79.497,,,,0.144,112.787,70.845,59.27,2185.742,0.695
3/19/2020,Hydric,Control,4,,1927.333,177.292,5709.907,1563.853,3782.57,1386.562,17.591,45.764,10.25,0,989.245,0,0.236,17.591,,,,0.194,11.112,35.484,16.836,245.504,0.906
3/19/2020,Hydric,Control,6,,3306.764,101.83,5963.156,1451.785,2656.39,1349.955,51.146,19.959,10.23,13.331,862.929,10.981,1.851,37.815,,,,0.162,0,0,0,0,0.181
3/19/2020,Hydric,Control,8,,2417.145,307.391,6276.557,1795.787,3859.41,1488.395,67.492,186.116,7.123,7.773,903.547,15.889,0.347,59.719,,,,0.242,83.793,44.827,33.472,257.053,0.244
3/19/2020,Hydric,Snowfence,4,,1091.907,140.574,3502.548,4259.641,2410.64,4119.067,45.869,113.04,13.013,11.237,10969.715,15.956,1.677,34.632,,,,0.208,0,0,0,0,0.55
3/19/2020,Hydric,Snowfence,6,,4996.074,371.605,8087.436,4762.714,3091.36,4391.109,54.369,176.445,6.316,17.446,2705.613,9.837,1.44,36.923,,,,0.162,98.934,22.274,37.936,1570.776,1.232
3/19/2020,Hydric,Snowfence,8,,612.095,81.334,2008.607,969.628,1396.51,888.294,0,54.3,3.468,0,521.965,7.897,0.124,0,,,,0.358,17.466,14.992,7.274,119.833,0.108
8/14/2019,Mesic,Ancillary,1,,75.45,11.502,2770.51,18.708,2695.06,7.206,0,1.78,4.644,0,11.187,14.36,0.094,0,13,403,387,0.678,0.303,1.751,0,2.527,2.667
8/14/2019,Mesic,Ancillary,2,,689.52,91.538,9993.32,246.198,9303.8,154.66,5.052,2.41,14.063,0,116.523,19.98,0.208,5.052,12,168,138,0.218,1.025,4.997,0.107,33.941,0.371
8/14/2019,Mesic,Ancillary,3,,1697.03,124.762,12147.69,297.25,10450.66,172.487,17.28,3.631,19.972,1.498,263.933,20.202,0.406,15.782,9,127,103,0.22,1.425,5.237,1.672,51.946,1.7
8/14/2019,Mesic,Ancillary,4,,1806.55,126.566,13974.48,310.557,12167.93,183.991,47.138,3.741,45.448,0,301.626,7.226,0.564,47.138,B,193,164,0.16,1.791,13.029,1.26,44.835,1.928
8/14/2019,Mesic,Ancillary,5,,2640.61,153.577,8641.18,256.042,6000.57,102.465,2.267,4.444,17.443,0,586.645,20.759,0.436,2.267,10,155,134,0.25,1.006,7.097,0.207,59.747,3.264
8/14/2019,Mesic,Ancillary,6,,2416.85,125.031,17991.43,508.267,15574.59,383.236,60.081,2.529,20.729,0,420.962,0,0.225,60.081,B,105,87.5,0.182,1.067,11.328,0.723,89.507,0.328
8/14/2019,Mesic,Ancillary,7,,1381.31,79.061,8167.29,148.256,6785.98,69.195,47.749,2.653,13.803,0,214.033,15.602,0.229,47.749,B,218,170.4,0.189,2.36,6.355,0.011,75.025,0.239
8/14/2019,Mesic,Ancillary,8,,1823.54,241.478,13657.52,488.184,11833.98,246.706,0,6.647,39.723,4.118,656.808,11.496,0.363,0,B,203,150.5,0.168,2.545,9.556,0.204,243.47,2.419
8/13/2019,Hydric,Ancillary,1,,623.727,73.697,8812.29,283.715,8188.56,210.018,22.812,5.391,20.736,0,81.642,0,0.132,22.812,11.5,231.3,200,0.264,0.188,4.776,0.201,11.776,0.704
8/13/2019,Hydric,Ancillary,2,,138.847,18.68,3861.72,49.558,3722.87,30.878,0,1.745,6.666,0,15.504,0,0.03,0,,239.2,178.8,0.449,0.791,0.508,0.046,13.168,1.916
8/13/2019,Hydric,Ancillary,3,,316.296,35.839,6473.12,100.054,6156.83,64.215,0.412,2.385,7.583,0,40.337,13.107,0.06,0.412,11,282,224,0.358,0.054,1.265,0.121,8.039,0.265
8/13/2019,Hydric,Ancillary,4,,643.128,66.746,6642.63,157.893,5999.5,91.146,2.19,4.055,8.932,0,91.47,6.034,0.129,2.19,15,311.8,285,0.263,1.055,5.556,0.029,15.02,2.011
8/13/2019,Hydric,Ancillary,5,,832.758,109.017,7248.2,281.186,6415.44,172.17,40.208,5.416,15.896,8.388,141.212,14.505,0.147,31.82,8.5,210.5,178.7,0.234,1.109,7.833,0.912,31.529,2.017
8/13/2019,Hydric,Ancillary,6,,1395.116,179.488,8229.86,342.404,6834.74,162.915,14.959,10.024,42.614,0,290.172,4.292,0.177,14.959,5,80.5,60.3,0.197,4.425,16.278,0.471,133.72,2.106
8/13/2019,Hydric,Ancillary,7,,1073.329,129.121,10054.7,264.409,8981.41,135.288,39.83,4.849,20.4,2.51,278.285,0,0.232,37.32,6,138.4,109.7,0.226,1.194,9.555,0.564,33.721,1.275
8/13/2019,Hydric,Ancillary,8,,112.06,11.859,2024.22,20.302,1912.16,8.442,0.353,0.824,3.575,0,17.098,13.089,0.008,0.353,9.5,412,386,0.693,0.026,1.166,0.01,8.869,5.986
8/12/2019,Xeric,Ancillary,1,,350.78,65.096,4201.13,163.578,3850.35,98.482,12.329,3.774,0,0.214,117.898,0,0.085,12.115,B,218,109.5,0.529,0.542,3.8,0.256,9.058,3.484
8/12/2019,Xeric,Ancillary,2,,303.37,48.383,4873.14,111.255,4569.77,62.872,6.207,2.297,0,0,111.849,9.187,0.109,6.207,7,123,87.2,0.576,0.07,4.849,0.042,4.961,1.433
8/12/2019,Xeric,Ancillary,3,,290.07,43.552,2545.51,194.651,2255.44,151.099,3.487,2.466,0,0,115.999,13.167,0.035,3.487,B,139.3,108.4,0.586,0.149,2.3,0.037,7.354,3.513
8/12/2019,Xeric,Ancillary,4,,759.64,106.596,4524.73,344.423,3765.09,237.828,19.128,3.662,0,1.154,233.256,0,0.176,17.974,8,128,122.6,0.418,0.862,7.128,0.264,22.404,2.638
8/12/2019,Xeric,Ancillary,5,,314.71,39.562,4001.93,116.848,3687.22,77.287,7.601,2.636,0,0.1,54.45,17.233,0.072,7.502,9,190.5,171.2,0.593,0.305,3.068,0.132,3.213,0.836
8/12/2019,Xeric,Ancillary,6,,1497.58,119.482,3952.76,448.181,2455.18,328.698,44.665,7.176,16.344,7.245,416.905,13.542,0.234,37.42,B,57.1,47.1,0.479,0.664,8.877,0.316,37.708,3.127
8/12/2019,Xeric,Ancillary,7,,1331.79,171.23,8294.74,286.082,6962.95,114.852,22.903,7.253,9.989,7.005,503.811,0,0.305,15.899,13,179,153.6,0.37,1.506,9.284,0.726,46.754,1.155
8/12/2019,Xeric,Ancillary,8,,444.31,60.297,6726.67,149.494,6282.36,89.197,5.516,0.967,7.957,0.888,135.932,8.814,0.088,4.629,10,191.3,181.7,0.405,0.175,4.389,0.044,6.88,2.431
6/11/2019,Mesic,Ancillary,1,13,907.64,161.934,3573.27,327.236,2665.64,165.302,15.142,12.585,24.72,0.674,702.139,16.919,0.187,14.468,10.5,151.5,114.4,0.24,7.389,36.436,0.677,80.593,0.516
6/11/2019,Mesic,Ancillary,2,6.5,563.08,95.045,,,-563.08,-95.045,,5.79,10.274,3.512,402.177,0,1.122,0,5,44.3,19.5,0.313,,,,,
6/11/2019,Mesic,Ancillary,3,,1734.13,350.974,,,-1734.13,-350.974,,40.697,64.283,21.04,1734.31,16.835,0.631,0,,27.3,,0.175,,,,,
6/11/2019,Mesic,Ancillary,4,10.5,5518.84,283.714,3310.87,341.756,-2207.97,58.041,2.102,2.173,30.592,1.43,1116.874,17.781,1.372,0.672,9,183.6,167.8,0.215,1.858,19.356,0.208,36.595,1.239
6/11/2019,Mesic,Ancillary,5,12.5,702.83,87.042,2395.78,226.371,1692.95,139.329,0.366,2.362,15.357,0.776,336.224,0,0.229,0,8,177.8,130.8,0.345,2.066,10.982,0.166,37.655,3.988
6/11/2019,Mesic,Ancillary,6,12.5,658.49,137.935,4702.33,556.061,4043.84,418.126,14.188,10.698,25.939,0.098,313.764,22.095,0.114,14.089,11.5,130.1,88.1,0.23,1.949,19.196,0.414,79.373,0.933
6/11/2019,Mesic,Ancillary,7,14.5,558.39,116.084,3003.36,366.402,2444.97,250.318,2.103,14.34,25.094,4.899,472.544,0,2.876,0,13.5,189.9,126.8,0.23,3.725,9.461,0.254,144.832,1.083
6/11/2019,Mesic,Ancillary,8,10.5,1226.02,217.386,4428.92,527.52,3202.9,310.135,9.442,16.322,35.417,6.643,1067.432,14.043,0.202,2.799,6,82.8,60.9,0.18,3.796,25.868,0.903,114.759,1.765
6/11/2019,Mesic,fertilized,1,9,265.08,39.02,904.9,86.85,639.82,47.83,0.245,1.902,8.868,0.24,199.278,0,0.074,0.005,8,156.9,121.2,0.5,0.741,6.251,0.097,41.53,2.011
6/11/2019,Mesic,fertilized,2,13.5,482.69,98.308,2190,307.05,1707.31,208.742,6.154,7.134,15.579,1.191,455.255,17.638,0.138,4.964,11,212,170.6,0.28,5.009,15.067,0.862,61.07,1.619
6/11/2019,Mesic,fertilized,3,15.5,684.17,115.391,2861.97,290.146,2177.81,174.755,2.666,5.969,11.392,0.904,445.205,23.685,0.147,1.762,15,268.7,195.7,0.27,2.455,7.387,0.235,111.529,0.134
6/11/2019,Mesic,fertilized,4,15,654.37,104.464,3022.21,356.497,2367.83,252.033,4.153,8.861,13.834,1.431,567.42,0,0.216,2.722,14,213.6,183.9,0.315,6.606,11.554,2.85,51.042,0.726
6/11/2019,Mesic,fertilized,5,15,832.3,181.678,5675.91,848.775,4843.61,667.097,12.347,19.206,21.078,6.323,802.837,19.971,0.235,6.024,14.5,176.5,103.7,0.19,11.932,22.842,5.192,235.928,0.565
6/10/2019,Xeric,Ancillary,1,3.5,407.79,59.667,2221.9,329.686,1814.11,270.019,11.399,8.994,11.772,0.847,136.808,0,0.138,10.552,,64.1,52.6,0.515,1.434,24.177,0.128,9.443,2.468
6/10/2019,Xeric,Ancillary,2,2.5,223.29,30.974,1143.31,171.665,920.01,140.69,7.514,4.907,6.811,0.196,88.176,15.738,0.035,7.318,,85,65.7,0.66,5.604,15.106,0.097,5.979,0.732
6/10/2019,Xeric,Ancillary,3,13,162.71,23.118,1226.49,152.782,1063.78,129.663,1.339,3.505,4.535,0.228,67.001,0,0.08,1.111,11,363.3,332,0.635,4.105,10.148,0.049,7.293,0.632
6/10/2019,Xeric,Ancillary,4,8,563.27,86.103,2283.58,296.818,1720.31,210.715,19.168,12.866,7.335,1.702,232.552,14.366,0.156,17.466,7.5,187.3,154.2,0.495,15.781,23.262,0.252,31.934,0.123
6/10/2019,Xeric,Ancillary,5,7,454.97,64.082,2665.64,355.971,2210.66,291.889,44.015,10.701,11.037,1.696,197.533,0,0.188,42.319,6.5,131.5,108.9,0.4,13.94,25.246,0.399,22.15,0.485
6/10/2019,Xeric,Ancillary,6,9,555.93,81.722,2869.59,414.688,2313.66,332.967,41.132,15.823,8.547,2.63,284.13,18.786,0.148,38.502,6,130.8,90.1,0.495,15.353,22.89,0.396,10.897,0.154
6/10/2019,Xeric,Ancillary,7,13.5,680.31,98.196,3092.33,374.389,2412.02,276.193,39.014,18.717,5.662,2.966,312.596,0,0.166,36.048,11,259.1,212.5,0.445,12.55,14.179,0.339,17.751,0.779
6/10/2019,Xeric,Ancillary,8,13.5,248.1,26.327,1374.99,141.91,1126.89,115.583,12.026,4.108,4.026,0.225,81.56,0,0.107,11.801,11,315.5,232,0.535,2.555,11.098,0.169,25.847,1.653
6/10/2019,Xeric,fertilized,1,8,229.22,38.038,1256.56,167.358,1027.34,129.32,12.341,5.242,5.231,0.813,102.1,9.412,0.074,11.528,,214.2,197.8,0.59,2.955,10.78,0.376,9.281,0.396
6/10/2019,Xeric,fertilized,2,9,549.76,82.998,2689.27,356.969,2139.51,273.971,73.52,17.043,9.674,40.239,278.059,11.487,0.18,33.281,8.5,184,107,0.5,10.371,21.396,7.838,34.454,3.744
6/10/2019,Xeric,fertilized,3,6.5,1998.53,259.788,5580.42,667.82,3581.89,408.031,120.038,30.164,4.687,0.683,765.786,9.204,0.39,119.355,4,48.3,38.5,0.487,,,,,
6/10/2019,Xeric,fertilized,4,10,298.45,41.423,1702.25,199.238,1403.8,157.814,17.566,7.54,4.585,6.008,111.429,0,0.082,11.558,10,201.8,172,0.475,1.902,7.467,0.644,28.278,0.67
6/10/2019,Xeric,fertilized,5,13.5,460.71,58.277,2086.49,222.849,1625.78,164.572,34.994,6.448,3.801,1.537,189.747,0,0.134,33.457,12.5,268.7,256.6,0.475,1.679,6.3,2.34,18.933,0.108
6/9/2019,Hydric,Ancillary,1,15,1232.34,129.674,3025.07,337.311,1792.73,207.637,36.12,21.224,14.376,9.091,569.6,8.286,0.252,27.028,9.5,215.2,191.6,0.27,7.452,32.557,0.376,30.177,2.054
6/9/2019,Hydric,Ancillary,2,15,682.83,52.834,2990.32,151.967,2307.49,99.134,2.232,4.688,9.773,0.87,194.593,0,0.095,1.361,12,276.5,230.6,0.345,4.1,18.879,0.057,11.103,4.048
6/9/2019,Hydric,Ancillary,3,7,2491.8,243.398,5467.91,508.272,2976.11,264.875,122.769,25.317,26.429,33.447,1453.407,9.753,0.554,89.322,6.5,82.1,49.9,0.205,32.227,65.747,4.62,134.46,1.082
6/9/2019,Hydric,Ancillary,4,13,1536.43,163.401,4516.84,441.69,2980.41,278.289,53.399,17.055,7.724,5.091,659.364,14.773,0.46,48.308,12,209.2,176.8,0.245,9.604,23.724,0.403,41.43,3.815
6/9/2019,Hydric,Ancillary,5,10,3015.33,360.045,6780.06,741.759,3764.73,381.714,217.359,47.696,27.377,40.359,1882.516,0,0.512,177,7,72.7,55.5,0.19,43.981,76.918,5.621,240.93,0.098
6/9/2019,Hydric,Ancillary,6,15,1223.17,103.973,4551.95,322.85,3328.78,218.878,2.747,6.947,10.11,0.896,211.94,18.097,0.17,1.851,15,274.4,188.7,0.2,11.997,21.621,0.117,24.102,2.951
6/9/2019,Hydric,Ancillary,7,12,848.24,88.182,3009.13,274.86,2160.9,186.678,8.315,8.345,11.946,1.171,322.345,11.156,0.147,7.143,10.5,206.1,185.8,0.33,8.513,25.674,0.235,10.067,0.95
6/9/2019,Hydric,Ancillary,8,13,165.18,14.478,418.31,30.175,253.13,15.697,0.081,1.395,4.266,0.099,53.174,0,0.057,0,12.5,411.6,396,0.675,7.006,6.95,0.051,8.957,3.198
6/9/2019,Hydric,fertilized,1,12,1583.43,158.57,4228.15,331.264,2644.72,172.694,3.678,12.788,20.679,2.095,426.394,19.308,0.368,1.583,9,175.8,102.4,0.215,7.4,50.405,0.188,171.129,2.575
6/9/2019,Hydric,fertilized,2,10,1453.51,135.214,4002.77,405.214,2549.26,270,96.373,15.446,9.259,6.551,420.043,16.189,0.395,89.822,8.5,152.5,139.3,0.245,24.632,31.358,1.399,21.545,0.331
6/9/2019,Hydric,fertilized,3,15,2212.91,247.513,6045.29,560.742,3832.37,313.23,74.249,26.746,29.847,20.017,1060.049,0,0.549,54.232,11.5,196.9,107.4,0.14,46.712,53.744,5.201,310.662,3.876
6/9/2019,Hydric,fertilized,4,11,1916.29,191.535,3990.12,409.229,2073.84,217.693,54.178,17.947,19.255,7.841,542.276,13.719,0.557,46.337,9,170.8,112.8,0.22,20.853,45.788,0.622,42.822,1.779
6/9/2019,Hydric,fertilized,5,15,2358.52,250.191,4809.47,545.573,2450.96,295.382,127.524,30.215,14.992,101.623,1729.435,18.943,0.664,25.901,13.5,95.1,67.4,0.2,13.392,50.725,13.927,176.609,3.531
6/8/2019,Mesic,Control,1,14,264.76,38.791,1130.24,67.051,865.48,28.26,0.102,3.783,14.039,0,156.79,29.864,7.209,0.102,12,269.2,226.3,0.445,2.342,5.86,0.015,11.006,2.196
6/8/2019,Mesic,Control,2,14,613.53,82.758,2846.19,347.691,2232.66,264.933,2.337,4.615,19.313,0,199.326,20.282,7.381,2.337,14,230.4,182.3,0.235,3.54,26.522,0.141,25.573,0.589
6/8/2019,Mesic,Control,3,13,689.12,93.436,3992.57,244.321,3303.45,150.885,1.721,6.787,14.142,0,504.883,14.995,0.263,1.721,14,263.5,203,0.23,10.861,10.777,0.191,124.84,0.008
6/8/2019,Mesic,Control,4,13,745.75,103.07,3203.97,221.474,2458.21,118.404,0.505,8.517,7.381,0,403.821,0,4.506,0.505,12,241.4,206.2,0.235,6.962,19.996,0.115,67.082,1.441
6/8/2019,Mesic,Control,5,14,297.64,44.959,1337.57,113.195,1039.94,68.236,0.148,6.75,1.043,0,145.468,0,7.907,0.148,11,207.2,155.7,0.51,7.715,7.437,0.079,13.94,5.445
6/8/2019,Mesic,Control,6,13,231.12,37.388,1712.9,181.377,1481.78,143.988,2.271,5.041,4.786,0,150.99,11.9,10.818,2.271,8,205.8,181.5,0.45,3.441,20.034,0.008,10.117,3.033
6/8/2019,Mesic,Control,7,13.5,33.57,11.405,511.71,25.04,478.14,13.635,0,2.285,0.252,0,30.965,0,1.34,0,13,389.6,350,0.705,1.409,4.602,0.031,8.436,1.68
6/8/2019,Mesic,Control,8,13.5,58.71,11.76,547.22,21.703,488.52,9.943,0.075,2.105,0,0,38.004,15.922,3.288,0.075,13.5,468.6,455,0.74,1.368,4.933,0,5.464,1.583
6/8/2019,Mesic,Snowfence,1,14,52.12,11.752,176.06,23.799,123.94,12.047,0,1.289,7.589,0,43.202,18.105,5.734,0,12,441.2,432,0.76,1.393,4.598,0.08,0,2.359
6/8/2019,Mesic,Snowfence,2,10,72.29,12.702,260.81,10.994,188.52,-1.709,0,1.794,3.045,0,19.981,22.498,7.28,0,10,381,348.8,0.715,0.924,3.446,0,0,1.88
6/8/2019,Mesic,Snowfence,3,15,115.87,22.448,735.62,39.22,619.76,16.772,0,3.345,7.603,0,94.899,26.248,0.055,0,13.5,511.1,488,0.44,1.094,5.207,0,0,0.226
6/8/2019,Mesic,Snowfence,4,14,507.36,85.561,3250.76,345.665,2743.4,260.104,2.662,10.092,26.22,0,289.319,17.597,8.356,2.662,12.5,260,190.1,0.245,19.661,19.221,0.092,0,2.461
6/8/2019,Mesic,Snowfence,5,13,6332.05,1051.015,31473.56,2520.716,25141.51,1469.701,5.548,158.745,159.181,0,3326.875,20.908,3.333,5.548,13,221,173,0.03,166.561,152.695,0.94,58.136,4.074
6/8/2019,Mesic,Snowfence,6,13,539.4,82.286,,,-539.4,-82.286,0.713,9.337,15.956,0,301.889,18.327,12.788,0.713,11,227,194.6,0.285,24.308,4.078,0.063,42.78,3.073
6/8/2019,Mesic,Snowfence,7,13.5,589,108.32,3551.64,121.287,2962.64,12.967,0.113,14.304,4.811,0,452.664,9.048,5.013,0.113,13,307.9,206,0.26,18.584,7.55,1.639,9.125,0.627
6/8/2019,Mesic,Snowfence,8,13.5,571.18,84.557,2717.53,199.492,2146.34,114.935,0.192,9.648,7.695,0,276.99,20.841,6.916,0.192,12,283.4,235,0.29,22.068,12.16,0.14,80.678,3.015
6/7/2019,Xeric,Control,1,14.5,398.8,61.196,2907.93,249.468,2509.13,188.272,17.466,9.047,12.004,0.215,149.86,10.39,0.122,17.251,13,334.9,312.4,0.355,4.666,14.819,0.15,9.262,0.547
6/7/2019,Xeric,Control,2,15,192.53,28.905,1239.84,94.334,1047.31,65.43,0,5.256,11.267,0.147,94.703,12.193,0.093,0,12,292.2,259.1,0.56,1.262,9.301,0.061,0,4.498
6/7/2019,Xeric,Control,3,15,205.39,29.469,1876.27,107.793,1670.87,78.324,0,4.785,10.365,0.081,76.95,14.759,0.059,0,10.5,323.3,283.8,0.58,1.483,4.168,0.039,0,0.512
6/7/2019,Xeric,Control,4,14.5,160.1,19.88,757.42,91.831,597.32,71.952,1.349,3.493,8.355,0,76.207,3.3,0.023,1.349,12,334.3,277.9,0.715,2.027,6.853,0.05,0,2.22
6/7/2019,Xeric,Control,5,3,1060,126.83,,,-1060,-126.83,12.068,14.649,1.335,3.85,573.198,9.547,0,8.218,2,41.5,35,0.79,,,,,3.732
6/7/2019,Xeric,Control,6,8,601.24,90.533,2881.98,318.699,2280.74,228.166,53.099,17.371,15.448,3.059,382.72,10.284,0.199,50.039,,147.2,142,0.45,5.33,9.876,0.246,9.623,1.026
6/7/2019,Xeric,Control,7,12,385.25,61.648,2034.63,188.828,1649.39,127.18,41.73,13.313,12.268,0.896,212.971,13.449,0.111,40.834,11,257.8,148.4,0.395,12.696,20.296,0.238,0.641,1.139
6/7/2019,Xeric,Control,8,7,298.9,37.03,1308.62,128.616,1009.72,91.587,13.865,8.558,11.784,0.542,165.293,7.237,0.078,13.323,,227.8,179.9,0.72,11.74,21.226,0.081,0,1.831
